,分词,分词索引化
779,"['银河', '电子', '董事会', '薪酬', '考核', '委员会', '工作细则', '年', '月']","[4871, 2859, 22872, 12172, 8487, 5793, 0, 50, 161]"
780,"['银河', '电子', '独立', '董事', '公司', '第八届', '董事会', '第二次', '会议', '相关', '事项', '独立', '意见']","[4871, 2859, 988, 25899, 225, 0, 22872, 0, 3764, 530, 15891, 988, 2497]"
781,"['银河', '电子', '内幕', '信息', '知情人', '登记', '管理制度', '年', '月']","[4871, 2859, 15493, 590, 56936, 8633, 41087, 50, 161]"
782,"['郑州', '煤电', '股份', '有限公司', '年', '年度', '股东大会', '材料']","[9404, 57518, 11068, 11426, 50, 6892, 70603, 1900]"
783,"['沈阳', '商业城', '股份', '有限公司', '重大', '资产重组', '进展']","[8505, 233948, 11068, 11426, 3163, 168392, 6738]"
784,"['国网', '信息', '通信', '股份', '有限公司', '股东', '集中', '竞价', '减持', '股份']","[114157, 590, 5829, 11068, 11426, 9250, 1784, 26545, 65453, 11068]"
785,"['奕', '瑞', '科技', '持股']","[69851, 18162, 1140, 31043]"
786,"['首次', '公开', '发行网', '下', '配售', '限售', '股', '上市', '流通']","[4864, 2314, 0, 109, 210769, 0, 1701, 4775, 9558]"
787,"['收到', '中标', '通知书']","[1851, 45991, 13445]"
788,"['赛轮', '轮胎', '持股']","[0, 9491, 31043]"
789,"['赛轮', '轮胎', '公司', '董事', '病逝']","[0, 9491, 225, 25899, 23678]"
790,"['华泰', '联合', '证券', '有限责任', '公司', '北京市', '春', '立正', '达', '医疗器械', '股份', '有限公司', '首次', '公开', '发行网', '下', '配售', '限售', '股', '上市', '流通', '核查', '意见']","[144682, 2841, 9932, 148363, 225, 13079, 3293, 32730, 1808, 32427, 11068, 11426, 4864, 2314, 0, 109, 210769, 0, 1701, 4775, 9558, 41698, 2497]"
791,"['湖南', '松井', '新', '材料', '股份', '有限公司', '年', '第二次', '临时', '股东大会', '会议', '材料']","[6148, 103112, 469, 1900, 11068, 11426, 50, 0, 3922, 70603, 3764, 1900]"
792,"['协鑫', '集成', '控股', '股东', '部分', '股份', '解除', '质押']","[0, 16365, 22043, 9250, 421, 11068, 9418, 42955]"
793,"['广东', '好', '太太', '科技', '集团股份', '有限公司', '年', '年度', '权益', '分配', '实施']","[3984, 72, 6640, 1140, 163991, 11426, 50, 6892, 6385, 3495, 3072]"
794,"['汇', '金通', '全资', '子公司', '增资', '暨', '全资', '子公司', '全资', '孙', '公司', '增资']","[19220, 0, 58649, 24811, 114129, 40297, 58649, 24811, 58649, 5757, 225, 114129]"
795,"['汇', '金通', '第四届', '董事会', '第六次', '会议', '决议']","[19220, 0, 0, 22872, 0, 3764, 17912]"
796,"['汇', '金通', '全资', '孙', '公司', '拟', '参与', '资产', '竞拍']","[19220, 0, 58649, 5757, 225, 14685, 1598, 2837, 83130]"
797,"['汇', '金通', '全资', '孙', '公司', '参与', '资产', '竞拍']","[19220, 0, 58649, 5757, 225, 1598, 2837, 83130]"
798,"['控股', '股东', '上海', '鸣志', '电器', '股份', '有限公司', '股票交易', '异常', '波动', '情况', '回函']","[22043, 9250, 829, 0, 12045, 11068, 11426, 75275, 3183, 5639, 394, 160499]"
799,"['实际', '控制', '人', '上海', '鸣志', '电器', '股份', '有限公司', '股票交易', '异常', '波动', '情况', '回函']","[1177, 596, 12, 829, 0, 12045, 11068, 11426, 75275, 3183, 5639, 394, 160499]"
800,"['独立', '董事', '候选人', '声明', '文', '东华']","[988, 25899, 12568, 4806, 1931, 61138]"
801,"['独立', '董事', '提名', '人', '声明', '陈康华']","[988, 25899, 8941, 12, 4806, 0]"
802,"['宏力', '达', '使用', '部分', '超募', '资金', '永久', '补充', '流动资金']","[0, 1808, 308, 421, 0, 1797, 8470, 1268, 55173]"
803,"['中国', '重工', '年', '年度', '股东大会', '会议', '资料']","[80, 28838, 50, 6892, 70603, 3764, 1413]"
804,"['上海', '洗霸', '科技股份', '有限公司', '股东', '提前', '终止', '减持', '计划', '暨', '集中', '竞价', '减持', '股份']","[829, 0, 176683, 11426, 9250, 1680, 12958, 65453, 887, 40297, 1784, 26545, 65453, 11068]"
805,"['方盛', '制药', '受让', '江西', '滕王阁', '药业', '有限公司']","[214450, 26215, 152119, 8822, 52932, 80551, 11426]"
806,"['江山股份', '年', '限制性', '股票', '激励', '计划', '首次', '授予']","[0, 50, 70711, 2913, 5596, 887, 4864, 12064]"
807,"['中联重科', '中联重科', '股份', '有限公司', '年', '面向', '合格', '投资者', '公开', '发行', '公司债券', '第一期', '受托', '管理', '事务', '报告', '年度']","[0, 0, 11068, 11426, 50, 8259, 4579, 6048, 2314, 5698, 221683, 0, 101311, 1112, 9780, 1950, 6892]"
808,"['川恒', '股份', '股份', '解除', '质押']","[0, 11068, 11068, 9418, 42955]"
809,"['变更', '公司', '注册', '地址', '修订', '公司章程', '办理', '工商', '变更', '登记']","[15574, 225, 3940, 4101, 22681, 108228, 5384, 21646, 15574, 8633]"
810,"['召开', '年', '第三次', '临时', '股东大会', '通知']","[9061, 50, 0, 3922, 70603, 3506]"
811,['公司章程'],[108228]
812,"['江苏', '有线', '年', '年度', '股东大会', '会议', '文件']","[6053, 33588, 50, 6892, 70603, 3764, 3177]"
813,"['平煤', '股份', '年', '第二次', '临时', '股东大会', '会议', '资料']","[0, 11068, 50, 0, 3922, 70603, 3764, 1413]"
814,"['中', '水', '渔业', '收到', '政府', '补助']","[60, 548, 40453, 1851, 481, 10340]"
815,"['保定', '天威保变', '电气', '股份', '有限公司', '获得', '政府', '补助']","[23526, 0, 24013, 11068, 11426, 512, 481, 10340]"
816,"['使用', '部分', '闲置', '募集', '资金', '进行', '现金管理', '到期', '赎回']","[308, 421, 19109, 25802, 1797, 271, 104092, 14197, 27306]"
817,[],[]
818,"['中', '水', '渔业', '控股', '子公司', '厦门', '新阳', '洲', '水产品', '工贸', '有限公司', '终结', '破产', '程序']","[60, 548, 40453, 22043, 24811, 8854, 0, 14304, 69195, 68387, 11426, 8159, 6632, 1771]"
819,"['金海', '高科', '控股', '股东', '部分', '股份', '解除', '质押']","[114590, 73161, 22043, 9250, 421, 11068, 9418, 42955]"
820,"['新潮', '能源', '年', '年度', '股东大会', '会议', '资料']","[39643, 3856, 50, 6892, 70603, 3764, 1413]"
821,"['彩虹', '集团', '参与', '投资', '股权', '基金', '进展']","[9525, 3012, 1598, 857, 9255, 2479, 6738]"
822,"['广宇', '集团', '广宇', '集团股份', '有限公司', '控股', '子公司', '提供', '担保', '进展']","[256784, 3012, 256784, 163991, 11426, 22043, 24811, 614, 16235, 6738]"
823,"['亚太', '股份', '使用', '部分', '闲置', '募集', '资金', '进行', '现金管理', '进展']","[21711, 11068, 308, 421, 19109, 25802, 1797, 271, 104092, 6738]"
824,"['昇', '兴', '股份', '公司', '合并', '报表', '范围', '内', '子公司', '提供', '担保', '进展']","[144927, 11322, 11068, 225, 6686, 18676, 1848, 457, 24811, 614, 16235, 6738]"
825,"['拓山', '重工', '上市', '首日', '风险', '提示']","[0, 28838, 4775, 46763, 1361, 4504]"
826,"['凯因', '科技', '持股']","[0, 1140, 31043]"
827,"['蓝海', '华腾', '持股']","[38461, 0, 31043]"
828,"['西安', '康拓', '医疗', '技术', '股份', '有限公司', '股东', '减持', '股份', '计划']","[2527, 0, 1542, 339, 11068, 11426, 9250, 65453, 11068, 887]"
829,"['日丰', '股份', '子公司', '取得', '发明', '专利证书']","[0, 11068, 24811, 1760, 2698, 228373]"
830,"['协鑫', '能科', '控股', '股东', '部分', '股份', '解除', '质押']","[0, 0, 22043, 9250, 421, 11068, 9418, 42955]"
831,"['协鑫', '能科', '签订', '募集', '资金', '四方', '监管', '协议']","[0, 0, 7068, 25802, 1797, 9543, 4408, 4244]"
832,"['万年青', '江西', '万年青', '水泥', '股份', '有限公司', '担保', '进展']","[124319, 8822, 124319, 8508, 11068, 11426, 16235, 6738]"
833,"['义乌', '华鼎', '锦纶', '股份', '有限公司', '申请', '撤销', '公司股票', '实施', '风险', '警示']","[41411, 0, 131935, 11068, 11426, 1863, 16060, 72744, 3072, 1361, 14552]"
834,"['义乌', '华鼎', '锦纶', '股份', '有限公司', '独立', '董事', '申请', '撤销', '公司股票', '风险', '警示', '独立', '意见']","[41411, 0, 131935, 11068, 11426, 988, 25899, 1863, 16060, 72744, 1361, 14552, 988, 2497]"
835,"['北京', '金杜', '杭州', '律师', '事务所', '义乌', '华鼎', '锦纶', '股份', '有限公司', '违规', '担保', '相关', '事项', '法律', '意见书']","[497, 0, 2684, 3618, 25653, 41411, 0, 131935, 11068, 11426, 10481, 16235, 530, 15891, 799, 92352]"
836,"['年', '年度', '股东大会', '会议', '资料']","[50, 6892, 70603, 3764, 1413]"
837,"['容诚', '会计师', '事务所', '特殊', '普通', '合伙', '对安正', '时尚', '集团股份', '有限公司', '监管', '问询', '函中', '财务会计', '问题', '专项', '说明']","[0, 24689, 25653, 2019, 639, 15385, 0, 3580, 163991, 11426, 4408, 47727, 0, 82054, 75, 16977, 778]"
838,"['康惠', '制药', '年', '年度', '权益', '分派', '实施']","[0, 26215, 50, 6892, 6385, 60412, 3072]"
839,"['安正', '时尚', '集团股份', '有限公司', '上海证券交易所', '年', '年度报告', '信息', '披露', '监管', '工作', '函', '回复']","[0, 3580, 163991, 11426, 151267, 50, 105611, 590, 14061, 4408, 166, 28939, 1446]"
840,"['年', '第一次', '临时', '股东大会', '会议', '资料']","[50, 0, 3922, 70603, 3764, 1413]"
841,"['第四届', '董事会', '第十三次', '会议', '决议']","[0, 22872, 0, 3764, 17912]"
842,"['金牌', '厨柜', '家居', '科技股份', '有限公司', '年', '第一次', '临时', '股东大会', '会议', '资料']","[6352, 213265, 12941, 176683, 11426, 50, 0, 3922, 70603, 3764, 1413]"
843,"['宝泰隆', '新', '材料', '股份', '有限公司', '监事会', '主席', '辞职']","[0, 469, 1900, 11068, 11426, 122159, 5220, 4364]"
844,"['宝泰隆', '新', '材料', '股份', '有限公司', '董事', '副', '总裁兼', '董事会', '秘书', '辞职']","[0, 469, 1900, 11068, 11426, 25899, 1586, 0, 22872, 11431, 4364]"
845,"['浙江', '圣达', '生物', '药业', '股份', '有限公司', '使用', '暂时', '闲置', '募集', '资金', '购买', '理财产品', '到期', '赎回']","[5549, 0, 1267, 80551, 11068, 11426, 308, 2617, 19109, 25802, 1797, 1663, 16696, 14197, 27306]"
846,['持股'],[31043]
847,"['全资', '子公司', '签署', '怀柔', '科学城', '区域', '配套', '资源', '整理', '协议']","[58649, 24811, 10695, 44629, 155535, 2080, 8321, 741, 2150, 4244]"
848,"['贵州', '永吉', '印务', '股份', '有限公司', '公司', '股东', '误操作', '触发', '短线交易']","[10785, 227207, 0, 11068, 11426, 225, 9250, 67473, 9786, 153188]"
849,"['无锡', '信捷', '电气', '股份', '有限公司', '股东', '董监', '高', '减持', '股份']","[17656, 0, 24013, 11068, 11426, 9250, 244510, 236, 65453, 11068]"
850,"['独立', '董事', '第八届', '董事会', '第四十九', '次', '会议', '部分', '审议', '事项', '独立', '意见']","[988, 25899, 0, 22872, 0, 76, 3764, 421, 60406, 15891, 988, 2497]"
851,"['大连', '热电', '股份', '有限公司', '年度', '股东大会', '会议', '资料']","[8746, 125374, 11068, 11426, 6892, 70603, 3764, 1413]"
852,"['河北', '衡水', '老白干', '酒业', '股份', '有限公司', '修订']","[5198, 28029, 194789, 148408, 11068, 11426, 22681]"
853,"['上海', '九百', '职工代表', '监事', '变更']","[829, 50102, 0, 130966, 15574]"
854,"['河北', '衡水', '老白干', '酒业', '股份', '有限公司', '章程']","[5198, 28029, 194789, 148408, 11068, 11426, 39252]"
855,"['三维', '控股集团', '股份', '有限公司', '年', '第二次', '临时', '股东大会', '会议', '资料']","[6402, 132609, 11068, 11426, 50, 0, 3922, 70603, 3764, 1413]"
856,"['桐昆', '股份', '年度', '第七期', '超', '短期', '融资券', '发行']","[0, 11068, 6892, 0, 995, 5058, 0, 5698]"
857,"['变更', '副总经理']","[15574, 64724]"
858,"['上海', '九百', '疫情', '防控', '期间', '参加', '年', '年度', '股东大会', '相关', '事项', '提示性']","[829, 50102, 27736, 60965, 975, 690, 50, 6892, 70603, 530, 15891, 186770]"
859,"['注销', '募集', '资金', '专户']","[31511, 25802, 1797, 187998]"
860,"['诺邦', '股份', '使用', '闲置', '自有', '资金', '进行', '现金管理']","[0, 11068, 308, 19109, 6692, 1797, 271, 104092]"
861,"['中南', '传媒', '签署', '合伙', '协议', '暨', '投资', '文化产业', '基金', '进展']","[42507, 12014, 10695, 15385, 4244, 40297, 857, 29252, 2479, 6738]"
862,"['大参林', '医药集团', '股份', '有限公司', '子公司', '提供', '担保', '进展']","[0, 0, 11068, 11426, 24811, 614, 16235, 6738]"
863,"['新疆', '雪峰', '科技', '集团股份', '有限公司', '收到']","[3192, 55467, 1140, 163991, 11426, 1851]"
864,"['佳', '力图', '使用', '部分', '闲置', '首次', '公开', '发行股票', '募集', '资金', '进行', '现金管理', '到期', '赎回', '进行', '现金管理', '进展']","[5517, 27122, 308, 421, 19109, 4864, 2314, 138888, 25802, 1797, 271, 104092, 14197, 27306, 271, 104092, 6738]"
865,"['红塔', '证券', '股份', '有限公司', '股东', '减持', '股份', '进展']","[0, 9932, 11068, 11426, 9250, 65453, 11068, 6738]"
866,"['董事', '逝世']","[25899, 15513]"
867,"['天成', '自控', '子公司', '收到', '上海', '汽车', '集团股份', '有限公司', '定点', '通知书']","[55167, 14570, 24811, 1851, 829, 1400, 163991, 11426, 17565, 13445]"
868,"['中国', '国贸', '年', '第一次', '临时', '股东大会', '会议', '资料']","[80, 32502, 50, 0, 3922, 70603, 3764, 1413]"
869,"['年', '第一次', '临时', '股东大会', '会议', '材料']","[50, 0, 3922, 70603, 3764, 1900]"
870,"['北京', '淳中', '科技股份', '有限公司', '集中', '竞价', '交易方式', '回购', '公司', '股份', '比例', '达到', '总', '股本']","[497, 0, 176683, 11426, 1784, 26545, 99903, 18375, 225, 11068, 1726, 629, 485, 98961]"
871,"['商赢', '环球', '股份', '有限公司', '公司', '退市', '整理', '期', '交易', '第七次', '风险', '提示']","[0, 17591, 11068, 11426, 225, 69188, 2150, 1729, 2175, 0, 1361, 4504]"
872,"['神力', '股份', '股东', '减持', '股份', '计划', '实施']","[33333, 11068, 9250, 65453, 11068, 887, 3072]"
873,"['东兴', '证券', '股份', '有限公司', '年度', '第一期', '短期', '融资券', '兑付', '完成']","[119823, 9932, 11068, 11426, 6892, 0, 5058, 0, 57959, 678]"
874,"['华泰', '联合', '证券', '有限责任', '公司', '浙江', '甬金', '金属', '科技股份', '有限公司', '年', '持续', '督导', '工作', '现场', '检查报告']","[144682, 2841, 9932, 148363, 225, 5549, 0, 4207, 176683, 11426, 50, 1519, 65096, 166, 1635, 73306]"
875,"['淮河', '能源', '集团股份', '有限公司', '董事会', '本次', '交易', '相关', '各方', '不', '存在', '依据']","[27355, 3856, 163991, 11426, 22872, 10165, 2175, 530, 8713, 10, 373, 4735]"
876,"['浙江', '永和', '制冷', '股份', '有限公司', '公开', '发行', '转换', '公司债券', '申请', '文件', '反馈', '意见', '回复', '报告']","[5549, 78742, 26782, 11068, 11426, 2314, 5698, 5583, 221683, 1863, 3177, 4822, 2497, 1446, 1950]"
877,"['兴业', '证券', '股份', '有限公司', '厦门', '厦', '钨', '新能源', '材料', '股份', '有限公司', '年度', '特定', '对象', '发行股票', '上市', '保荐', '书']","[73748, 9932, 11068, 11426, 8854, 73552, 57608, 14623, 1900, 11068, 11426, 6892, 3850, 1679, 138888, 4775, 148681, 473]"
878,"['海', '南海', '汽', '运输', '集团股份', '有限公司', '发行', '股份', '支付现金', '购买', '资产', '募集', '配套', '资金', '暨', '关联', '交易', '预案', '修订稿']","[3138, 5665, 29541, 4836, 163991, 11426, 5698, 11068, 232391, 1663, 2837, 25802, 8321, 1797, 40297, 6328, 2175, 25818, 0]"
879,"['七匹狼', '独立', '董事', '提名', '人', '声明', '孙传旺']","[115112, 988, 25899, 8941, 12, 4806, 0]"
880,"['召开', '年', '第一次', '临时', '股东大会', '通知']","[9061, 50, 0, 3922, 70603, 3506]"
881,"['陕西', '黑猫', '第五届', '董事会', '第八次', '会议', '决议']","[6565, 14025, 0, 22872, 0, 3764, 17912]"
882,"['宏力', '达', '第二届', '监事会', '第十五次', '会议', '决议']","[0, 1808, 0, 122159, 0, 3764, 17912]"
883,"['润建', '股份', '董事会', '提名', '委员会', '工作细则', '年', '修订']","[0, 11068, 22872, 8941, 5793, 0, 50, 22681]"
